Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted 
39,admin.,married,university.degree,no,unknown,no,cellular,1,0,0,0
50,admin.,married,university.degree,no,unknown,no,cellular,2,0,0,0
37,technician,divorced,professional.course,no,yes,unknown,cellular,3,0,0,0
40,housemaid,single,university.degree,no,yes,unknown,telephone,3,0,0,0
31,management,married,university.degree,no,unknown,no,cellular,6,0,0,0
35,student,single,university.degree,unknown,unknown,unknown,telephone,1,0,0,0
42,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
35,management,married,high.school,no,unknown,no,cellular,1,0,0,0
37,admin.,married,high.school,no,yes,no,telephone,1,0,0,0
38,technician,married,professional.course,unknown,yes,no,telephone,1,0,0,0
32,services,married,high.school,no,no,no,telephone,2,0,0,0
42,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
44,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
34,admin.,married,university.degree,no,unknown,unknown,telephone,2,0,0,0
21,admin.,single,high.school,no,unknown,no,cellular,1,1,0,0
35,technician,married,high.school,unknown,unknown,no,cellular,1,0,0,0
54,admin.,married,high.school,no,no,no,cellular,1,0,1,12
60,entrepreneur,married,basic.4y,no,no,no,telephone,3,0,0,0
42,housemaid,married,university.degree,no,no,unknown,cellular,1,0,0,0
58,technician,married,professional.course,no,unknown,unknown,cellular,2,0,0,0
49,blue-collar,married,basic.4y,no,no,no,telephone,3,0,0,0
55,unknown,married,basic.4y,no,unknown,unknown,cellular,7,0,0,0
48,blue-collar,married,unknown,no,no,no,cellular,3,1,0,0
44,services,married,professional.course,no,no,no,cellular,2,0,0,0
40,blue-collar,married,basic.9y,no,yes,no,telephone,2,0,0,0
42,blue-collar,married,basic.6y,unknown,unknown,no,telephone,1,0,0,0
28,technician,single,high.school,no,yes,no,cellular,2,1,0,0
46,blue-collar,married,basic.9y,no,yes,yes,cellular,2,0,0,0
35,admin.,single,university.degree,no,no,yes,cellular,1,0,0,0
36,technician,married,high.school,no,unknown,no,telephone,7,0,0,0
39,technician,single,university.degree,no,no,unknown,cellular,1,0,0,0
27,services,single,university.degree,no,no,unknown,cellular,2,0,0,0
35,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
26,student,single,basic.9y,unknown,yes,yes,telephone,1,0,0,0
29,blue-collar,married,basic.4y,no,unknown,no,cellular,1,0,0,0
53,management,married,unknown,unknown,unknown,no,cellular,1,0,0,0
43,entrepreneur,married,basic.4y,no,unknown,no,cellular,4,0,0,0
41,management,married,high.school,no,unknown,yes,telephone,2,0,0,0
35,technician,single,professional.course,no,unknown,no,cellular,3,0,0,0
43,blue-collar,divorced,basic.9y,no,no,no,cellular,1,0,0,0
66,retired,single,university.degree,no,unknown,no,cellular,1,0,0,0
33,admin.,married,unknown,no,unknown,no,telephone,1,0,0,0
56,retired,married,basic.4y,no,unknown,no,telephone,2,0,0,0
42,blue-collar,married,basic.4y,unknown,unknown,no,telephone,27,0,0,0
36,blue-collar,married,basic.9y,no,unknown,yes,telephone,7,0,0,0
46,services,married,high.school,no,yes,no,cellular,2,0,0,0
45,technician,married,university.degree,no,unknown,no,cellular,2,0,0,0
29,admin.,married,university.degree,no,unknown,unknown,cellular,3,0,0,0
29,technician,single,university.degree,no,no,no,telephone,4,0,0,0
45,blue-collar,married,basic.6y,unknown,unknown,no,telephone,2,0,0,0
34,services,married,university.degree,no,no,no,cellular,1,0,0,0
32,admin.,single,high.school,no,unknown,no,cellular,9,0,0,0
46,entrepreneur,married,university.degree,no,unknown,yes,cellular,2,0,0,0
32,blue-collar,single,basic.4y,unknown,unknown,no,cellular,2,0,0,0
32,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
37,unemployed,single,university.degree,no,unknown,no,cellular,1,0,0,0
38,technician,single,professional.course,no,unknown,unknown,telephone,3,0,0,0
41,blue-collar,single,basic.9y,no,unknown,yes,cellular,1,0,0,0
53,housemaid,married,unknown,no,unknown,no,cellular,2,0,0,0
27,blue-collar,single,basic.9y,unknown,yes,no,cellular,1,0,0,0
38,blue-collar,married,high.school,unknown,unknown,unknown,telephone,1,0,0,0
27,services,single,high.school,no,unknown,no,cellular,1,0,0,0
38,management,married,university.degree,no,unknown,unknown,cellular,2,0,0,0
36,blue-collar,married,basic.9y,unknown,unknown,no,cellular,5,0,0,0
34,admin.,married,high.school,no,no,yes,cellular,1,0,0,0
45,unemployed,married,high.school,unknown,unknown,no,telephone,2,0,0,0
51,admin.,married,university.degree,no,unknown,yes,cellular,1,0,0,0
63,unknown,married,professional.course,no,unknown,no,cellular,1,0,1,6
36,blue-collar,married,basic.9y,no,no,no,cellular,1,0,0,0
34,blue-collar,divorced,basic.4y,no,unknown,no,cellular,1,0,0,0
34,admin.,married,university.degree,no,yes,no,cellular,1,0,0,0
40,services,married,unknown,unknown,unknown,no,telephone,6,0,0,0
28,blue-collar,single,basic.9y,unknown,unknown,yes,telephone,1,0,0,0
50,technician,single,professional.course,no,unknown,yes,cellular,1,1,0,0
24,services,single,high.school,no,unknown,no,cellular,3,0,0,0
32,admin.,single,university.degree,no,unknown,no,cellular,9,0,0,0
37,admin.,married,university.degree,no,no,no,cellular,1,0,0,0
43,self-employed,married,university.degree,no,unknown,no,cellular,3,1,0,0
53,services,divorced,basic.9y,no,unknown,no,cellular,2,0,0,0
51,admin.,married,high.school,no,unknown,no,telephone,12,0,0,0
36,services,single,unknown,no,unknown,no,telephone,1,0,0,0
30,blue-collar,married,basic.4y,no,unknown,no,telephone,2,0,0,0
38,blue-collar,married,basic.6y,no,unknown,no,telephone,3,0,0,0
31,blue-collar,married,basic.6y,unknown,yes,yes,telephone,1,0,0,0
34,technician,single,university.degree,no,no,no,cellular,2,0,0,0
32,technician,single,university.degree,no,unknown,no,cellular,3,1,0,0
33,technician,single,professional.course,no,unknown,no,cellular,3,0,0,0
60,housemaid,married,illiterate,unknown,unknown,no,cellular,7,0,0,0
39,blue-collar,married,basic.4y,no,no,unknown,cellular,2,0,0,0
44,blue-collar,married,basic.9y,unknown,no,no,telephone,2,0,0,0
49,blue-collar,married,basic.9y,no,unknown,no,telephone,1,0,0,0
50,blue-collar,married,unknown,unknown,unknown,no,cellular,2,0,0,0
38,admin.,married,high.school,no,unknown,no,cellular,2,0,0,0
35,services,married,high.school,unknown,yes,no,cellular,2,0,0,0
53,blue-collar,married,basic.4y,no,unknown,no,cellular,3,0,0,0
45,unemployed,married,university.degree,no,no,no,telephone,1,0,0,0
24,technician,single,basic.6y,no,unknown,no,telephone,9,0,0,0
45,admin.,divorced,basic.9y,no,yes,unknown,telephone,2,0,0,0
33,management,single,unknown,no,unknown,no,telephone,2,0,0,0
33,blue-collar,married,basic.9y,no,unknown,no,telephone,2,0,0,0
35,blue-collar,married,basic.6y,no,unknown,no,cellular,2,0,0,0
37,services,divorced,high.school,no,unknown,unknown,cellular,1,0,0,0
47,entrepreneur,divorced,basic.9y,no,unknown,no,cellular,3,0,0,0
42,blue-collar,married,basic.9y,unknown,yes,no,cellular,6,0,0,0
43,admin.,single,university.degree,no,unknown,yes,cellular,1,0,0,0
43,housemaid,married,basic.4y,no,no,yes,cellular,1,0,0,0
25,self-employed,single,university.degree,no,unknown,no,telephone,3,0,0,0
33,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
41,admin.,married,university.degree,no,unknown,no,cellular,7,0,1,6
48,technician,married,university.degree,unknown,unknown,no,cellular,4,0,0,0
34,services,married,high.school,no,unknown,no,telephone,3,0,0,0
38,admin.,single,university.degree,no,yes,no,cellular,3,0,0,0
53,unknown,married,basic.4y,unknown,unknown,no,cellular,2,0,0,0
38,admin.,married,high.school,no,unknown,no,telephone,3,0,0,0
24,blue-collar,single,basic.9y,no,unknown,unknown,cellular,1,0,0,0
30,admin.,single,university.degree,no,unknown,no,cellular,1,1,0,0
41,technician,married,professional.course,no,no,no,cellular,2,0,0,0
32,admin.,married,high.school,no,no,unknown,cellular,1,0,0,0
58,retired,married,basic.4y,unknown,no,unknown,cellular,2,0,0,0
34,technician,single,professional.course,no,unknown,no,cellular,1,0,0,0
26,services,married,high.school,no,unknown,yes,cellular,2,0,0,0
52,housemaid,married,basic.4y,unknown,unknown,no,cellular,2,0,0,0
42,entrepreneur,single,university.degree,no,unknown,no,telephone,1,0,0,0
25,technician,single,basic.9y,no,yes,unknown,cellular,2,1,0,0
23,services,single,high.school,no,unknown,no,cellular,1,0,0,0
30,admin.,single,university.degree,no,unknown,no,cellular,1,0,0,0
34,self-employed,married,illiterate,no,yes,no,cellular,1,1,0,0
31,technician,single,university.degree,no,unknown,no,cellular,1,0,0,0
28,admin.,single,university.degree,no,yes,no,cellular,2,0,0,0
28,self-employed,single,professional.course,no,unknown,no,cellular,1,0,0,0
39,services,single,high.school,no,unknown,no,telephone,3,0,0,0
33,services,married,high.school,no,yes,yes,telephone,1,0,0,0
32,unknown,single,basic.6y,no,yes,no,telephone,2,0,0,0
32,housemaid,married,basic.4y,no,unknown,no,telephone,1,0,0,0
29,blue-collar,single,basic.9y,unknown,no,no,cellular,1,0,0,0
46,admin.,divorced,basic.9y,no,yes,no,telephone,2,0,0,0
42,services,single,high.school,no,yes,no,cellular,2,0,0,0
48,admin.,single,professional.course,no,unknown,unknown,cellular,1,0,0,0
29,blue-collar,single,basic.9y,no,no,no,telephone,1,0,1,6
33,blue-collar,divorced,basic.9y,no,no,no,cellular,1,0,0,0
35,admin.,single,university.degree,no,unknown,no,telephone,1,0,0,0
24,technician,single,university.degree,no,yes,no,cellular,1,0,0,0
40,unemployed,divorced,university.degree,no,yes,no,cellular,1,0,0,0
34,blue-collar,married,professional.course,no,unknown,yes,cellular,1,0,0,0
24,services,single,high.school,no,no,no,telephone,1,0,0,0
39,management,married,university.degree,no,yes,no,telephone,1,0,0,0
46,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,0,0,0
36,admin.,married,university.degree,no,no,yes,telephone,3,0,0,0
48,services,married,high.school,no,unknown,no,telephone,2,0,0,0
33,services,married,high.school,no,unknown,no,cellular,1,0,0,0
33,admin.,married,university.degree,no,unknown,no,cellular,3,0,0,0
39,self-employed,divorced,professional.course,no,unknown,no,telephone,4,0,0,0
37,self-employed,married,professional.course,no,yes,no,telephone,1,0,0,0
35,management,married,high.school,no,unknown,no,telephone,1,0,0,0
55,services,married,basic.9y,no,yes,no,telephone,4,0,0,0
42,blue-collar,divorced,basic.6y,no,yes,no,telephone,2,0,0,0
31,technician,married,university.degree,no,unknown,no,cellular,2,0,0,0
31,blue-collar,single,high.school,no,unknown,no,cellular,1,1,1,6
47,blue-collar,married,basic.4y,no,unknown,no,cellular,1,0,0,0
39,blue-collar,married,basic.9y,no,unknown,no,cellular,6,0,0,0
40,blue-collar,married,high.school,no,unknown,no,telephone,2,0,0,0
40,services,married,unknown,no,unknown,no,telephone,2,0,0,0
53,self-employed,married,university.degree,no,unknown,no,cellular,3,0,0,0
43,blue-collar,single,basic.4y,unknown,no,no,telephone,2,0,0,0
36,admin.,married,university.degree,no,unknown,unknown,telephone,2,0,0,0
48,services,married,high.school,no,unknown,no,telephone,2,0,0,0
31,admin.,single,university.degree,no,no,no,telephone,1,0,0,0
32,management,single,university.degree,no,unknown,unknown,cellular,4,0,0,0
36,admin.,single,university.degree,no,unknown,no,cellular,8,0,0,0
44,housemaid,married,high.school,no,unknown,no,cellular,6,0,0,0
39,self-employed,married,basic.4y,unknown,no,no,telephone,4,0,0,0
37,management,single,university.degree,no,unknown,no,cellular,1,0,0,0
34,admin.,married,university.degree,no,unknown,unknown,cellular,2,0,0,0
43,housemaid,married,basic.4y,no,no,no,telephone,2,0,0,0
52,admin.,divorced,university.degree,no,unknown,unknown,telephone,3,0,0,0
50,admin.,married,basic.9y,no,no,no,cellular,6,0,0,0
29,admin.,single,high.school,no,unknown,yes,cellular,2,1,0,0
49,technician,married,university.degree,unknown,unknown,no,cellular,2,0,0,0
29,blue-collar,married,basic.9y,no,unknown,yes,cellular,1,1,0,0
27,admin.,single,high.school,no,unknown,no,telephone,1,0,0,0
29,technician,married,university.degree,no,unknown,no,telephone,4,0,0,0
54,unemployed,single,basic.6y,no,yes,yes,telephone,1,0,0,0
53,housemaid,married,unknown,no,unknown,no,cellular,2,0,0,0
51,technician,married,professional.course,no,unknown,no,cellular,2,0,0,0
47,technician,divorced,high.school,no,yes,no,cellular,3,0,0,0
26,technician,married,professional.course,no,no,no,telephone,1,0,0,0
47,blue-collar,single,unknown,unknown,unknown,no,cellular,5,0,0,0
48,technician,married,professional.course,unknown,unknown,unknown,cellular,10,0,0,0
33,services,married,basic.9y,unknown,unknown,unknown,cellular,2,0,0,0
27,admin.,single,university.degree,no,unknown,no,cellular,3,1,1,3
41,blue-collar,married,unknown,no,unknown,yes,cellular,2,0,0,0
39,unemployed,married,university.degree,unknown,unknown,no,cellular,1,0,0,0
62,retired,married,high.school,no,unknown,no,cellular,1,1,1,6
44,admin.,married,university.degree,no,yes,no,cellular,1,0,0,0
27,services,married,high.school,no,no,no,cellular,4,0,0,0
24,blue-collar,married,basic.9y,no,unknown,no,cellular,1,0,0,0
48,admin.,married,basic.6y,no,unknown,no,cellular,1,0,0,0
33,admin.,single,professional.course,no,unknown,no,telephone,2,0,0,0
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,1,0,0,0
52,technician,married,professional.course,no,yes,no,cellular,1,0,0,0
51,technician,married,professional.course,unknown,unknown,no,cellular,2,0,0,0
34,technician,single,professional.course,no,unknown,no,telephone,4,0,0,0
29,services,single,high.school,no,yes,unknown,cellular,3,0,0,0
41,self-employed,married,basic.6y,no,unknown,no,cellular,1,0,0,0
36,services,divorced,professional.course,no,unknown,no,telephone,4,0,0,0
54,management,married,university.degree,no,yes,no,cellular,2,0,0,0
38,entrepreneur,married,basic.9y,no,no,no,telephone,1,0,0,0
47,services,married,high.school,no,unknown,no,cellular,1,0,0,0
50,self-employed,married,basic.9y,unknown,unknown,unknown,telephone,2,0,0,0
26,admin.,single,university.degree,no,unknown,unknown,cellular,1,0,0,0
51,services,single,basic.6y,no,unknown,no,cellular,1,0,0,0
39,blue-collar,married,basic.9y,no,yes,no,cellular,1,0,0,0
46,services,married,basic.6y,no,unknown,no,telephone,3,0,0,0
53,technician,divorced,high.school,no,unknown,no,cellular,1,1,0,0
33,admin.,single,university.degree,unknown,unknown,yes,cellular,1,1,0,0
35,admin.,married,professional.course,no,unknown,no,telephone,1,0,0,0
39,management,married,university.degree,no,unknown,no,telephone,1,0,0,0
41,blue-collar,married,basic.4y,no,yes,no,telephone,3,0,0,0
35,unemployed,divorced,university.degree,no,unknown,no,cellular,1,0,0,0
52,retired,married,high.school,unknown,no,no,telephone,2,0,0,0
58,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
28,services,single,high.school,no,no,no,cellular,2,1,0,0
28,services,married,high.school,no,unknown,no,cellular,1,0,0,0
29,technician,single,professional.course,no,yes,yes,cellular,2,0,0,0
31,technician,divorced,high.school,no,no,no,cellular,7,0,0,0
37,technician,married,professional.course,unknown,unknown,no,telephone,1,0,0,0
52,self-employed,divorced,university.degree,no,unknown,no,cellular,1,0,0,0
34,blue-collar,married,basic.9y,no,yes,no,telephone,1,0,0,0
29,self-employed,married,university.degree,no,yes,yes,cellular,1,0,0,0
39,management,married,university.degree,no,unknown,no,cellular,1,0,0,0
29,unemployed,married,university.degree,no,unknown,no,cellular,1,1,0,0
26,services,single,university.degree,no,unknown,unknown,cellular,3,0,0,0
48,technician,married,university.degree,no,yes,no,cellular,2,0,0,0
29,admin.,single,university.degree,no,unknown,no,cellular,5,0,0,0
46,self-employed,married,university.degree,no,unknown,yes,telephone,1,0,0,0
45,housemaid,married,professional.course,unknown,unknown,no,telephone,2,0,0,0
42,admin.,married,university.degree,no,unknown,no,cellular,8,0,0,0
28,admin.,single,university.degree,no,no,no,telephone,2,0,0,0
25,student,single,university.degree,no,no,no,telephone,2,0,0,0
24,admin.,single,university.degree,no,unknown,no,telephone,1,0,0,0
35,services,single,basic.4y,no,unknown,no,telephone,1,0,0,0
55,admin.,married,university.degree,no,no,no,cellular,1,0,0,0
31,admin.,married,high.school,no,yes,no,telephone,2,0,0,0
38,admin.,married,university.degree,no,no,no,cellular,1,0,0,0
30,student,single,unknown,no,no,unknown,cellular,1,1,1,14
34,self-employed,married,professional.course,no,unknown,unknown,telephone,4,0,0,0
59,management,married,university.degree,no,no,no,cellular,3,0,0,0
