Client ID,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Subscription Status,WasContactedBefore,PreviouslyContacted,Age Group
26230,entrepreneur,single,university.degree,no,unknown,unknown,cellular,1,no,0,0,26–35
26804,technician,married,university.degree,no,no,yes,cellular,2,no,0,0,36–45
7316,technician,single,professional.course,no,no,no,telephone,3,no,0,0,26–35
27892,admin.,married,university.degree,no,unknown,no,cellular,3,yes,0,0,46–55
16417,blue-collar,married,basic.4y,unknown,unknown,no,telephone,1,no,0,0,26–35
6760,blue-collar,divorced,professional.course,no,unknown,unknown,telephone,1,no,0,0,26–35
15436,blue-collar,single,basic.4y,unknown,unknown,unknown,cellular,1,no,0,0,16–25
10649,housemaid,married,basic.6y,unknown,unknown,no,telephone,1,no,0,0,56–65
205,blue-collar,married,basic.9y,no,yes,no,telephone,1,no,0,0,36–45
3417,admin.,divorced,university.degree,no,unknown,yes,telephone,2,no,0,0,46–55
12478,blue-collar,married,basic.9y,no,yes,no,cellular,1,no,0,0,26–35
31797,blue-collar,single,basic.9y,unknown,unknown,yes,cellular,1,no,0,0,26–35
33059,admin.,married,professional.course,no,no,no,cellular,2,no,0,0,26–35
28772,technician,married,university.degree,no,unknown,unknown,cellular,1,no,0,0,26–35
585,unknown,married,unknown,unknown,no,no,telephone,1,no,0,0,46–55
13015,services,married,high.school,no,unknown,no,cellular,1,no,0,0,26–35
29031,management,married,university.degree,unknown,yes,yes,cellular,1,no,0,0,36–45
35373,management,married,university.degree,no,unknown,no,cellular,2,no,0,0,46–55
10190,technician,married,professional.course,no,no,no,telephone,8,no,0,0,26–35
21332,unknown,married,high.school,unknown,unknown,no,cellular,6,no,0,0,46–55
4202,admin.,single,university.degree,no,no,no,telephone,7,no,0,0,46–55
18116,housemaid,single,high.school,no,unknown,unknown,cellular,4,no,0,0,26–35
36970,technician,married,university.degree,unknown,unknown,no,cellular,1,no,0,0,56–65
14075,housemaid,married,basic.4y,unknown,no,no,cellular,2,yes,0,0,46–55
22666,admin.,single,university.degree,no,unknown,no,cellular,5,no,0,0,26–35
2792,admin.,married,high.school,no,yes,no,telephone,1,no,0,0,36–45
16954,unemployed,married,university.degree,no,yes,no,cellular,2,no,0,0,46–55
22295,technician,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
12801,admin.,single,high.school,no,no,no,cellular,1,no,0,0,36–45
13794,housemaid,divorced,high.school,no,unknown,yes,cellular,1,no,0,0,46–55
14488,admin.,single,high.school,no,yes,no,cellular,4,no,0,0,36–45
21657,technician,single,university.degree,no,unknown,yes,cellular,3,no,0,0,26–35
3282,services,married,high.school,unknown,unknown,no,telephone,1,no,0,0,36–45
34610,technician,married,university.degree,no,yes,no,cellular,1,no,0,0,26–35
18265,unemployed,married,high.school,unknown,unknown,no,cellular,9,no,0,0,26–35
19571,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,46–55
8091,blue-collar,married,basic.9y,no,unknown,no,telephone,15,no,0,0,26–35
18608,technician,married,professional.course,no,unknown,no,cellular,1,no,0,0,46–55
33312,blue-collar,married,basic.4y,no,no,unknown,cellular,1,no,0,0,26–35
87,management,married,basic.6y,no,unknown,no,telephone,2,no,0,0,36–45
725,services,married,high.school,no,yes,no,telephone,2,no,0,0,36–45
35859,admin.,single,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
38943,retired,married,professional.course,no,unknown,no,cellular,2,yes,0,0,66+
14086,blue-collar,married,basic.9y,no,unknown,no,cellular,2,no,0,0,26–35
27895,retired,divorced,basic.4y,no,unknown,no,cellular,1,no,0,0,56–65
17127,technician,married,professional.course,no,no,no,cellular,1,no,0,0,36–45
15898,services,divorced,high.school,no,unknown,no,cellular,1,no,0,0,26–35
31224,technician,single,professional.course,no,no,no,cellular,1,no,0,0,36–45
23515,technician,married,professional.course,no,yes,no,cellular,13,no,0,0,46–55
18220,admin.,married,university.degree,unknown,unknown,no,cellular,2,no,0,0,56–65
14633,unemployed,married,university.degree,no,unknown,no,cellular,5,no,0,0,46–55
10135,blue-collar,married,high.school,no,no,unknown,telephone,2,yes,0,0,36–45
24630,management,married,university.degree,no,no,unknown,cellular,2,no,0,0,36–45
9549,blue-collar,married,basic.4y,no,no,no,telephone,1,no,0,0,46–55
2326,blue-collar,single,high.school,unknown,unknown,no,telephone,1,no,0,0,26–35
6483,admin.,divorced,university.degree,no,unknown,no,telephone,3,no,0,0,36–45
27348,admin.,single,high.school,no,yes,yes,cellular,1,no,0,0,26–35
17040,admin.,single,high.school,no,unknown,no,cellular,3,no,0,0,46–55
13661,blue-collar,single,basic.9y,no,yes,no,cellular,1,no,0,0,26–35
2586,entrepreneur,single,basic.9y,no,unknown,no,telephone,6,no,0,0,26–35
39414,technician,married,professional.course,no,unknown,no,cellular,3,no,0,0,36–45
18204,admin.,married,high.school,no,unknown,no,telephone,3,no,0,0,36–45
6482,blue-collar,married,basic.9y,no,unknown,no,telephone,1,no,0,0,46–55
21209,admin.,single,university.degree,no,yes,no,cellular,7,no,0,0,26–35
39728,student,single,unknown,no,unknown,no,cellular,2,yes,1,12,16–25
8714,blue-collar,married,unknown,unknown,no,no,telephone,4,no,0,0,46–55
18895,retired,married,basic.6y,no,unknown,no,cellular,1,no,0,0,56–65
22796,technician,married,professional.course,no,no,no,cellular,2,no,0,0,36–45
38102,retired,married,professional.course,no,unknown,no,telephone,3,no,0,0,56–65
21536,technician,married,high.school,unknown,unknown,no,cellular,2,no,0,0,26–35
24047,technician,divorced,high.school,no,unknown,no,telephone,1,yes,0,0,46–55
1024,management,married,high.school,no,unknown,no,telephone,3,no,0,0,36–45
20820,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
18098,blue-collar,married,basic.9y,unknown,unknown,no,cellular,1,no,0,0,36–45
12691,services,divorced,university.degree,no,no,no,cellular,1,no,0,0,36–45
38542,student,single,high.school,no,unknown,unknown,cellular,3,yes,0,0,16–25
35116,technician,single,professional.course,no,unknown,no,cellular,1,yes,0,0,26–35
34441,admin.,single,basic.9y,no,yes,unknown,telephone,4,no,0,0,26–35
7707,management,married,university.degree,no,unknown,no,telephone,4,no,0,0,36–45
32471,blue-collar,married,basic.9y,no,no,no,cellular,3,no,0,0,36–45
30766,entrepreneur,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
1764,services,single,high.school,no,unknown,no,telephone,1,yes,0,0,16–25
4914,management,married,university.degree,no,unknown,unknown,telephone,2,no,0,0,46–55
6443,technician,single,university.degree,no,no,yes,telephone,2,no,0,0,26–35
23948,admin.,married,university.degree,no,no,no,cellular,9,no,0,0,36–45
1271,technician,married,professional.course,no,unknown,yes,telephone,2,no,0,0,36–45
29450,blue-collar,married,basic.4y,no,unknown,unknown,cellular,4,no,0,0,36–45
22317,services,married,high.school,unknown,unknown,no,cellular,3,no,0,0,46–55
39010,self-employed,single,university.degree,no,no,no,cellular,1,yes,0,0,26–35
27263,admin.,married,high.school,no,no,no,cellular,1,no,0,0,46–55
1233,blue-collar,married,basic.6y,unknown,no,yes,telephone,1,no,0,0,36–45
30749,services,single,high.school,no,yes,no,cellular,1,no,0,0,26–35
13063,services,married,high.school,no,unknown,yes,telephone,1,no,0,0,26–35
11814,admin.,married,high.school,no,yes,no,telephone,3,no,0,0,26–35
6435,admin.,married,university.degree,no,unknown,no,telephone,1,no,0,0,46–55
7828,admin.,divorced,university.degree,no,unknown,no,telephone,2,no,0,0,36–45
22418,admin.,married,university.degree,no,unknown,unknown,cellular,1,no,0,0,26–35
16191,blue-collar,married,unknown,unknown,unknown,yes,cellular,3,no,0,0,36–45
2596,blue-collar,single,university.degree,unknown,unknown,no,telephone,2,no,0,0,36–45
1189,admin.,married,high.school,no,no,no,telephone,1,no,0,0,26–35
19352,technician,married,university.degree,no,unknown,unknown,cellular,2,no,0,0,26–35
18181,admin.,single,basic.9y,unknown,no,yes,cellular,4,no,0,0,36–45
13656,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,26–35
17355,admin.,married,basic.9y,unknown,unknown,no,cellular,2,no,0,0,36–45
35054,blue-collar,married,basic.9y,no,yes,no,cellular,1,no,0,0,46–55
13755,services,single,basic.6y,no,unknown,no,cellular,1,no,0,0,26–35
13660,technician,single,professional.course,no,yes,unknown,cellular,1,no,0,0,36–45
21594,management,married,university.degree,no,yes,no,cellular,1,no,0,0,26–35
7730,blue-collar,married,basic.4y,no,yes,no,telephone,4,no,0,0,36–45
9929,management,single,university.degree,no,unknown,no,telephone,1,no,0,0,26–35
1304,admin.,divorced,university.degree,unknown,unknown,no,telephone,2,no,0,0,26–35
39663,retired,married,basic.4y,no,yes,no,cellular,1,yes,1,3,66+
24127,services,married,high.school,no,unknown,no,telephone,1,no,0,0,56–65
30701,services,divorced,high.school,no,no,no,cellular,1,no,0,0,26–35
22731,admin.,single,university.degree,no,yes,no,cellular,3,no,0,0,26–35
39256,student,single,high.school,no,no,unknown,telephone,1,yes,1,3,16–25
25582,blue-collar,single,basic.4y,unknown,unknown,no,cellular,1,no,0,0,46–55
1600,admin.,married,high.school,no,yes,yes,telephone,1,no,0,0,26–35
2150,unemployed,married,basic.4y,unknown,unknown,no,telephone,6,no,0,0,36–45
27523,blue-collar,married,unknown,no,unknown,no,cellular,4,yes,0,0,36–45
36081,blue-collar,married,high.school,no,no,no,cellular,2,no,1,3,46–55
16805,self-employed,married,university.degree,no,unknown,yes,telephone,1,no,0,0,56–65
11276,blue-collar,single,basic.9y,no,no,no,telephone,1,no,0,0,16–25
29920,services,married,high.school,no,unknown,no,cellular,4,no,0,0,46–55
37400,blue-collar,married,high.school,no,yes,no,cellular,2,no,0,0,26–35
29866,technician,married,basic.9y,no,unknown,yes,cellular,3,no,0,0,36–45
9037,services,married,basic.9y,no,unknown,no,telephone,17,no,0,0,36–45
39824,student,single,high.school,no,unknown,no,telephone,1,no,1,14,16–25
27215,unemployed,married,university.degree,no,unknown,no,cellular,1,no,0,0,46–55
20232,technician,married,professional.course,unknown,unknown,no,cellular,2,no,0,0,46–55
22580,blue-collar,married,basic.4y,no,unknown,no,telephone,3,no,0,0,26–35
9241,services,married,basic.4y,no,no,no,telephone,1,no,0,0,56–65
10429,blue-collar,married,basic.9y,unknown,unknown,no,telephone,2,no,0,0,16–25
2134,technician,married,basic.9y,no,unknown,no,telephone,6,no,0,0,46–55
2651,technician,married,professional.course,no,unknown,no,telephone,2,no,0,0,26–35
40551,blue-collar,married,basic.9y,no,unknown,no,cellular,2,no,0,0,26–35
30760,technician,married,unknown,no,unknown,unknown,cellular,1,no,0,0,46–55
14908,services,married,high.school,no,no,no,cellular,2,no,0,0,26–35
30966,technician,married,basic.9y,no,unknown,no,cellular,2,yes,0,0,26–35
15666,technician,single,high.school,no,unknown,no,cellular,1,no,0,0,26–35
8501,admin.,married,university.degree,no,unknown,no,telephone,1,no,0,0,46–55
6973,technician,married,basic.9y,no,unknown,unknown,telephone,3,no,0,0,36–45
13575,blue-collar,married,basic.9y,no,no,no,cellular,1,no,0,0,26–35
11964,admin.,divorced,university.degree,no,no,no,telephone,8,no,0,0,36–45
16269,blue-collar,single,basic.9y,no,yes,no,cellular,2,no,0,0,26–35
9562,blue-collar,married,basic.6y,unknown,no,unknown,telephone,1,no,0,0,26–35
20061,admin.,married,high.school,no,unknown,no,cellular,1,no,0,0,46–55
5693,blue-collar,single,high.school,no,unknown,unknown,telephone,3,no,0,0,16–25
40655,unemployed,married,high.school,no,no,no,cellular,4,no,1,6,46–55
22084,housemaid,married,university.degree,no,unknown,no,cellular,7,no,0,0,26–35
36565,admin.,married,high.school,no,no,unknown,cellular,1,no,1,2,26–35
5263,blue-collar,single,basic.4y,unknown,unknown,no,telephone,1,no,0,0,46–55
26469,self-employed,single,university.degree,no,yes,no,cellular,1,no,0,0,26–35
34548,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
4238,entrepreneur,single,university.degree,unknown,unknown,no,telephone,1,no,0,0,36–45
13905,blue-collar,divorced,basic.9y,no,unknown,unknown,cellular,2,no,0,0,46–55
35310,admin.,single,basic.9y,no,yes,yes,cellular,4,no,0,0,26–35
35603,admin.,divorced,university.degree,no,no,yes,cellular,1,no,0,0,46–55
26781,admin.,single,high.school,no,unknown,yes,cellular,2,no,0,0,36–45
10382,admin.,married,high.school,no,yes,no,telephone,3,no,0,0,36–45
36351,admin.,married,university.degree,no,unknown,no,cellular,1,yes,0,0,26–35
25321,admin.,married,university.degree,no,unknown,unknown,telephone,3,no,0,0,26–35
35999,blue-collar,married,basic.9y,no,no,no,cellular,1,no,0,0,46–55
21223,admin.,married,university.degree,no,unknown,no,cellular,4,no,0,0,36–45
37048,retired,married,basic.4y,no,yes,no,cellular,1,no,0,0,66+
24916,entrepreneur,single,university.degree,no,unknown,no,cellular,4,no,0,0,26–35
27276,technician,married,basic.9y,no,unknown,unknown,cellular,1,no,0,0,46–55
264,admin.,divorced,basic.9y,no,unknown,no,telephone,3,no,0,0,36–45
19870,management,married,university.degree,no,no,no,cellular,1,no,0,0,36–45
274,admin.,single,high.school,no,unknown,no,telephone,2,no,0,0,26–35
31355,admin.,single,unknown,unknown,unknown,no,cellular,1,no,0,0,46–55
4991,admin.,single,university.degree,no,unknown,no,telephone,2,no,0,0,26–35
16919,retired,married,basic.9y,no,yes,yes,cellular,2,no,0,0,46–55
15595,admin.,single,basic.9y,no,no,no,cellular,2,no,0,0,36–45
5921,services,married,high.school,no,yes,no,telephone,4,no,0,0,36–45
13798,admin.,single,university.degree,no,unknown,no,cellular,3,no,0,0,26–35
31340,blue-collar,married,basic.9y,unknown,no,no,cellular,1,no,0,0,46–55
6676,management,divorced,university.degree,unknown,unknown,yes,telephone,2,no,0,0,46–55
27987,blue-collar,single,basic.9y,no,unknown,no,cellular,1,no,0,0,36–45
14855,retired,married,basic.4y,no,unknown,unknown,cellular,1,no,0,0,46–55
34075,blue-collar,married,basic.6y,no,unknown,yes,cellular,5,no,0,0,36–45
36741,student,single,university.degree,no,unknown,no,cellular,2,no,0,0,26–35
4161,services,divorced,university.degree,no,unknown,no,telephone,3,no,0,0,36–45
31314,admin.,single,university.degree,no,unknown,no,cellular,1,no,0,0,36–45
35594,unemployed,divorced,basic.6y,no,no,no,cellular,1,no,0,0,36–45
14767,blue-collar,divorced,unknown,unknown,yes,no,cellular,1,no,0,0,46–55
39519,admin.,married,high.school,no,yes,no,cellular,5,no,0,0,46–55
37897,management,single,university.degree,no,unknown,no,cellular,2,no,1,4,26–35
10629,blue-collar,divorced,high.school,no,unknown,no,telephone,1,no,0,0,36–45
22123,blue-collar,married,basic.4y,unknown,yes,no,cellular,1,no,0,0,36–45
36206,management,single,university.degree,no,unknown,no,cellular,6,no,0,0,16–25
32762,blue-collar,married,high.school,unknown,unknown,no,cellular,2,no,0,0,36–45
40958,admin.,single,high.school,no,unknown,no,telephone,1,yes,1,3,36–45
29548,self-employed,married,professional.course,no,yes,no,cellular,5,no,0,0,56–65
15886,blue-collar,divorced,basic.9y,unknown,no,no,cellular,2,no,0,0,46–55
36863,unemployed,single,basic.4y,no,unknown,no,cellular,2,no,0,0,36–45
40317,self-employed,married,university.degree,no,unknown,unknown,cellular,3,no,0,0,26–35
6014,technician,divorced,professional.course,no,unknown,unknown,telephone,2,no,0,0,26–35
3503,blue-collar,married,basic.9y,no,unknown,unknown,telephone,3,no,0,0,26–35
14096,admin.,married,university.degree,no,yes,yes,telephone,2,no,0,0,36–45
14224,management,married,basic.9y,unknown,yes,no,cellular,3,no,0,0,46–55
31370,blue-collar,married,high.school,no,unknown,yes,cellular,1,no,0,0,46–55
21627,admin.,married,university.degree,no,unknown,yes,cellular,1,no,0,0,36–45
29371,admin.,divorced,high.school,no,unknown,yes,cellular,3,yes,0,0,46–55
40823,technician,single,professional.course,no,yes,no,cellular,1,yes,1,3,26–35
8958,blue-collar,married,basic.9y,unknown,unknown,yes,telephone,3,no,0,0,26–35
25166,blue-collar,married,basic.4y,no,unknown,no,cellular,2,no,0,0,26–35
15839,blue-collar,married,basic.4y,unknown,unknown,no,cellular,2,no,0,0,46–55
16358,admin.,married,unknown,no,yes,no,cellular,2,no,0,0,16–25
19849,admin.,married,university.degree,no,unknown,unknown,cellular,2,no,0,0,56–65
21702,unemployed,married,basic.4y,no,no,no,cellular,3,no,0,0,46–55
26994,management,married,high.school,no,unknown,yes,cellular,3,no,0,0,36–45
12614,technician,divorced,basic.9y,no,unknown,no,cellular,3,no,0,0,36–45
1158,blue-collar,married,basic.4y,no,unknown,no,telephone,1,no,0,0,36–45
36797,services,married,unknown,no,no,yes,cellular,1,yes,0,0,36–45
24139,management,single,university.degree,no,unknown,no,cellular,1,no,0,0,26–35
16317,admin.,single,high.school,no,unknown,yes,cellular,5,no,0,0,16–25
39847,technician,married,university.degree,no,unknown,no,cellular,1,yes,1,3,36–45
10719,unemployed,married,professional.course,unknown,no,unknown,telephone,4,no,0,0,36–45
15784,self-employed,married,high.school,no,unknown,no,cellular,2,no,0,0,36–45
28600,admin.,married,university.degree,no,unknown,no,telephone,3,yes,0,0,26–35
14509,admin.,married,high.school,unknown,no,no,cellular,3,no,0,0,26–35
24732,entrepreneur,married,university.degree,unknown,unknown,unknown,cellular,1,no,0,0,36–45
